handle,title,vendor,Tags,description,Type,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Barcode,Variant Price,Variant Compare At Price,Variant Inventory Qty,unitCost,Cost per item
рюкзак-loro-piana-100,Рюкзак Loro Piana123,Loro Piana,"NEW,Women,аксессуары,Весна-Лето 2023,сумки","рюкзак extra pocket L,235  шкіра коричневий",Рюкзак,Size,0,,,,,2000206051828,,86688.00,,1,,
